,Unnamed: 0.1,Unnamed: 0,uid,text
9241,9241,9241,C6yPDcZh7Rc--5,Now RBI Governor Shaktikanta Das announced
9242,9242,9242,C6yPDcZh7Rc--6, that RTGS will be available round-the-clock i.e 24x7x365 from 1st December 2020.
9243,9243,9243,C6yPDcZh7Rc--7,This was to encourage business payments with flexible timings.
9244,9244,9244,C6yPDcZh7Rc--8,The decision was taken to make India one of the few countries in the world with 24x7 RTGS service.
9245,9245,9245,C6yPDcZh7Rc--9,"In December 2019, the RBI had made the NEFT system available on a 24x7x365 basis."
9246,9246,9246,Lt5GAA6MIuM--0,The BBC published a report on 17th November 2020.
9247,9247,9247,Lt5GAA6MIuM--1,It said that workers in Indian factories supplying goods to famous chains such as
9248,9248,9248,Lt5GAA6MIuM--2,"Ralph Lauren, Marks & Spencer, Tesco & Sainsbury’s have alleged that"
9249,9249,9249,Lt5GAA6MIuM--3,they are being overworked and exploited.
9250,9250,9250,Lt5GAA6MIuM--4,The BBC interviewed people in these factories but withheld their names for the workers’ safety.
9251,9251,9251,Lt5GAA6MIuM--5, Let me tell you about their struggles.
9252,9252,9252,Lt5GAA6MIuM--6,"A woman working in a factory that supplied clothes to luxury brand Ralph Lauren said,"
9253,9253,9253,Lt5GAA6MIuM--7," “We are made to work continuously, often through the night,"
9254,9254,9254,Lt5GAA6MIuM--8,sleeping at 3 am then waking up by 5 am for another full day.
9255,9255,9255,Lt5GAA6MIuM--9,"Our bosses don’t care. They are only bothered about production, they do not care about our sufferings.”"
9256,9256,9256,Ka8YODorn4Y--0,"Last month on 12th October there was power outage in Mumbai, Thane and Navi Mumbai."
9257,9257,9257,Ka8YODorn4Y--1,"Offices, residential complexes, businesses, everywhere there was power outage."
9258,9258,9258,Ka8YODorn4Y--2,"Work was interrupted, local trains stopped working and people were stranded."
9259,9259,9259,Ka8YODorn4Y--3,"It had taken two hours for the power supply to resume for essential services,"
9260,9260,9260,Ka8YODorn4Y--4,other areas started getting power in a phased manner.
9261,9261,9261,Ka8YODorn4Y--5,An investigation was carried out by the state police’s cyber cell which went on for a month.
9262,9262,9262,Ka8YODorn4Y--6,Officials said foreign entities hacked into our database to conduct the power outage.
9263,9263,9263,Ka8YODorn4Y--7,They detected multiple log – ins into the servers connected with power supply.
9264,9264,9264,Ka8YODorn4Y--8,These log - ins were from Singapore and other Asian countries.
9265,9265,9265,Ka8YODorn4Y--9,The state police investigated to see if hackers planned to attack Mumbai by shutting down the electricity.
9266,9266,9266,CwKHPZti8NE--0,Farmers have been planning protests for two months.
9267,9267,9267,CwKHPZti8NE--1,"These farmers are frrom six states - Uttar Pradesh, Uttarakhand, Haryana, Punjab, Rajasthan, and Kerala."
9268,9268,9268,CwKHPZti8NE--2,Thousands of farmers are protesting against central government’s three new farm laws.
9269,9269,9269,CwKHPZti8NE--3,Farmers believe that the new bills will reduce their earnings
9270,9270,9270,CwKHPZti8NE--4,and will give large retailers and corporates more control over prices.
9271,9271,9271,CwKHPZti8NE--5,"Thousands of farmers, began marching from Haryana towards Delhi armed with sticks, swords and bricks."
9272,9272,9272,CwKHPZti8NE--6,"However, they were stopped by the Haryana police and not allowed to proceed."
9273,9273,9273,CwKHPZti8NE--7,"Amidst the barricades installed, the farmers demanded to be allowed to proceed but the police refused."
9274,9274,9274,CwKHPZti8NE--8,A huge scuffle broke out between the two.
9275,9275,9275,CwKHPZti8NE--9,Farmers threw bricks at the cops and threw the barricades into the river.
9276,9276,9276,WLotPpf0FcA--0,"On 8th November 2020, Uttarakhand Chief Minister Trivendra Singh Rawat"
9277,9277,9277,WLotPpf0FcA--1,launched free high-speed Wi-Fi service for all government colleges and universities in the state.
9278,9278,9278,WLotPpf0FcA--2,This launch is inspired by Narendra Modi's 'Digital India' initiative.
9279,9279,9279,WLotPpf0FcA--3,It is the first state in India to provide free Wi-Fi access to all government colleges and universities.
9280,9280,9280,WLotPpf0FcA--4,This free Wi-Fi will play a big role in the education of students.
9281,9281,9281,WLotPpf0FcA--5,The CM launched the free Wi-Fi service from the Shaheed Durga Mall College in Doiwala.
9282,9282,9282,WLotPpf0FcA--6,"Along with free wifi service on the same day, 8th November,"
9283,9283,9283,WLotPpf0FcA--7,the CM also inaugurated the Dobra-Chanti Bridge India's longest motorable single-lane bridge.
9284,9284,9284,WLotPpf0FcA--8,The bridge is built over Tehri Lake
9285,9285,9285,WLotPpf0FcA--9,and construction work of the bridge started in 2006. The project was delayed due to several issues.
9286,9286,9286,D3Yd8IVLnMc--0,"The Thorang village Himachal Pradesh’s Lahaul district,"
9287,9287,9287,D3Yd8IVLnMc--1,is located near the Manali-Leh Highway. Residents of the entire village have tested positive for COVID-19.
9288,9288,9288,D3Yd8IVLnMc--2,Except for one person who is 52-year-old Bhushan Thakur.
9289,9289,9289,D3Yd8IVLnMc--3,The Lahaul district has been one of the worst affected
9290,9290,9290,D3Yd8IVLnMc--4,"According to government officials in the area,"
9291,9291,9291,D3Yd8IVLnMc--5,tourist movement near the north portal of the Rohtang Tunnel was stopped to avoid the spread of infection.
9292,9292,9292,D3Yd8IVLnMc--6,"Moreover, tourists were not allowed to enter Lahaul villages through the tunnel since 20th November."
9293,9293,9293,D3Yd8IVLnMc--7,According to sources the outspread is being linked to a religious programme which was held a few days back.
9294,9294,9294,D3Yd8IVLnMc--8,A report in Times of India said people from the surrounding areas are also feared the increase in infections.
9295,9295,9295,D3Yd8IVLnMc--9,Officials said that Thorang village has just 42 residents as others have migrated to Kullu.
9296,9296,9296,A1K3AbJR7HQ--0,Children every where dislike reading books.
9297,9297,9297,A1K3AbJR7HQ--1,"On 14th November on account of Children's day, a new initiative was started in Kolkata."
9298,9298,9298,A1K3AbJR7HQ--2,"According to Hindustan Times, tram usage has decreased. Instead of discarding them away,"
9299,9299,9299,A1K3AbJR7HQ--3,it is better to reuse them and make it into a library for children.
9300,9300,9300,A1K3AbJR7HQ--4,This idea was developed by WBTC and Apeejay Anand Children's Library.
9301,9301,9301,A1K3AbJR7HQ--5,This library has been named as 'Kolkata Young Reader's Tramcar'
9302,9302,9302,A1K3AbJR7HQ--6,"Rajanvir Singh Kapur, Managing Director of WBTC said,"
9303,9303,9303,A1K3AbJR7HQ--7,The Oxford Bookstores has chosen and organised the selection of books.”
9304,9304,9304,A1K3AbJR7HQ--8,"He said, ""The tram would run across north and south Kolkata"""
9305,9305,9305,A1K3AbJR7HQ--9,Children can access the library every day from morning to evening.
9306,9306,9306,OO966CEwF8E--0,America's President is Donald Trump. This is his sign name. 
9307,9307,9307,OO966CEwF8E--1,He is going to meet North Korea's Leader Kim Jong Un.
9308,9308,9308,OO966CEwF8E--2,They will meet in Vietnam on 27th and 28th of February 2019.
9309,9309,9309,OO966CEwF8E--3,This will be a two day meeting.
9310,9310,9310,OO966CEwF8E--4,"Where Trump will try to persuade the North Korean leader, "
9311,9311,9311,OO966CEwF8E--5,to close the factories producing nuclear weapons and missiles in North Korea. 
9312,9312,9312,OO966CEwF8E--6,For a very long time America has wanted to shut down nuclear factories in North Korea. 
9313,9313,9313,OO966CEwF8E--7,American officials do not think North Korea will shut down the Nuclear factories. 
9314,9314,9314,OO966CEwF8E--8,Satellite videos show North Korea producing nuclear materials at their weapons factory. 
9315,9315,9315,OO966CEwF8E--9,"Last year in June, Trump and Kim met for the first time."
9316,9316,9316,Mn0OBLhwIns--0,"Bollywood casting director and fitness trainer Munawwar Ali Sayyed,"
9317,9317,9317,Mn0OBLhwIns--1,had filed a case against Kangana Ranaut and her sister Rangoli Chandel
9318,9318,9318,Mn0OBLhwIns--2,at the Bandra metropolitan magistrate's court last month.
9319,9319,9319,Mn0OBLhwIns--3,The complaint was regarding the two sisters objectionable tweets which promoted enmity between religions.
9320,9320,9320,Mn0OBLhwIns--4,The Bandra has now ordered the Bandra police to investigate the complaint.
9321,9321,9321,Mn0OBLhwIns--5,The Bandra police subsequently registered an FIR against the two.
9322,9322,9322,Mn0OBLhwIns--6,On 21st October they issued a notice to Kangana and her sister to record statements in the case.
9323,9323,9323,Mn0OBLhwIns--7,Kangana's lawyer then informed police
9324,9324,9324,Mn0OBLhwIns--8,that she was in Himachal Pradesh and busy with the wedding preparations and can't come.
9325,9325,9325,Mn0OBLhwIns--9,The police then told them to appear before the police on 26th & 27th October.
9326,9326,9326,LxGCvExzQYo--0,President of the United States of America President Donald Trump just lost the 2020 Presidential election
9327,9327,9327,LxGCvExzQYo--1,to Joe Biden in one of the most-watched elections in history.
9328,9328,9328,LxGCvExzQYo--2,People were excited to watch Trump not conceding even after losing.
9329,9329,9329,LxGCvExzQYo--3,Rumour mills were abuzz that Melania Trump would be divorcing Donald Trump soon after he leaves the White House.
9330,9330,9330,LxGCvExzQYo--4,"Trump's former aide Omarosa Manigault Newman, said,"
9331,9331,9331,LxGCvExzQYo--5,"""Melania & Trump's relationship was not based on love but it was a ""transactional marriage""."
9332,9332,9332,LxGCvExzQYo--6,Their marriage has hit a rocky patch.
9333,9333,9333,LxGCvExzQYo--7,Melania is counting every minute until he is out of the office and she can divorce.
9334,9334,9334,LxGCvExzQYo--8,"If Melania leaves Trump while he is still President,"
9335,9335,9335,LxGCvExzQYo--9,this would be a big humiliation for him and Trump would do anything to punish her.”
9336,9336,9336,R4XnB75nCS8--0,Due to the COVID-19 pandemic the 13th edition of the IPL was postponed to September in Dubai.
9337,9337,9337,R4XnB75nCS8--1,The tournament was managed by the BCCI.
9338,9338,9338,R4XnB75nCS8--2,The BCCI did not want to postpone the 13th edition of the IPL.
9339,9339,9339,R4XnB75nCS8--3,They wanted to host the tournament in 2020 and were successful in doing so in Dubai.
9340,9340,9340,R4XnB75nCS8--4,The BCCI has now successfully completed the tournament in November.
9341,9341,9341,R4XnB75nCS8--5,Every year the BCCI conducts mega auctions in which franchises purchase various players.
9342,9342,9342,R4XnB75nCS8--6,"According to reports, since there is hardly any time left for the 2021 IPL,"
9343,9343,9343,R4XnB75nCS8--7,the Board decided to cancel the upcoming auction.
9344,9344,9344,R4XnB75nCS8--8,"However, now the BCCI is in no mood to cancel it,"
9345,9345,9345,R4XnB75nCS8--9,and has informed the teams to begin preparation for the selection of players.
9346,9346,9346,CJOfinfws10--0,"Since March due to the coronavirus-induced lockdown,"
9347,9347,9347,CJOfinfws10--1, religious places in Maharashtra have been closed.
9348,9348,9348,CJOfinfws10--2,"Just a few months back Maharashtra Governor, Bhagat Singh Koshyari, and CM Uddhav Thackeray"
9349,9349,9349,CJOfinfws10--3,exchanged angry letters over the reopening religious places.
9350,9350,9350,CJOfinfws10--4,On 14th November Thackeray gave a speech and wished everyone a Happy Diwali.
9351,9351,9351,CJOfinfws10--5,He also announced that all places of religious worship would be allowed to reopen for devotees from November 16.
9352,9352,9352,CJOfinfws10--6,"However safety protocols such wearing masks, sanitising & social distancing is mandatory."
9353,9353,9353,CJOfinfws10--7,"He also said that “If we follow discipline at religious places, we will get God's blessings."""
9354,9354,9354,CJOfinfws10--8,"Thackeray said, ""We can't be complacent and forget that the coronavirus is still amongst us."
9355,9355,9355,CJOfinfws10--9,"Even though the rate of infection is slowly falling but we must follow all safety protocols."""
9356,9356,9356,TK3ffYWimUw--0,Everyone knows that the breaking of a wedding or engagement is not easy.
9357,9357,9357,TK3ffYWimUw--1,"Ending any relationship is heartbreaking, sad and depressing."
9358,9358,9358,TK3ffYWimUw--2,It is the same for bollywood film stars. They too feel the same pain as others.
9359,9359,9359,TK3ffYWimUw--3,But Bollywood actors are even more heartbroken when they have to play alimony at the time of divorce.
9360,9360,9360,TK3ffYWimUw--4,Now I will tell you about some of the most expensive Bollywood divorces.
9361,9361,9361,TK3ffYWimUw--5,Hrithik Roshan and Sussanne Khan had been together for about 17 years.
9362,9362,9362,TK3ffYWimUw--6,"They were rumours about Hrithik’s alleged affair with Kites co-star, Barbara Mori."
9363,9363,9363,TK3ffYWimUw--7,There were arguments with Sussanne Khan and they ended their marriage in 2014.
9364,9364,9364,TK3ffYWimUw--8,Sussanne demanded 400 crores as alimony.
9365,9365,9365,TK3ffYWimUw--9,"After negotiations, Hrithik gave 380 crores to Sussanne."
9366,9366,9366,RGGimC8Gt9c--0,Kerala State Road Transport Corporation (KSRTC) is used by many for travel.
9367,9367,9367,RGGimC8Gt9c--1,"Instead of throwing it away, the buses are being used in a unique way."
9368,9368,9368,RGGimC8Gt9c--2,They have converted the buses into food trucks. This has been never done in India.
9369,9369,9369,RGGimC8Gt9c--3,"Kerala State Road Transport Corporation in collaboration with the Kerala Cooperative Milk Marketing Federation,"
9370,9370,9370,RGGimC8Gt9c--4,"has set up the first such truck in Thiruvananthapuram, Kerala."
9371,9371,9371,RGGimC8Gt9c--5,"Chief Minister Pinarayi Vijayan in a facebook post had said,"
9372,9372,9372,RGGimC8Gt9c--6,"""This is a wonderful idea! For a long time old buses were sold in scrap"
9373,9373,9373,RGGimC8Gt9c--7,"now this unique idea will use it as food trucks."""
9374,9374,9374,RGGimC8Gt9c--8,The CM also said that the initiative will help generate employment opportunities for people
9375,9375,9375,RGGimC8Gt9c--9, and that more such outlets will be set up soon.
9376,9376,9376,LjX-Uwdgugo--0,In Brazil a unique incident happened recently which you must have never heard about
9377,9377,9377,LjX-Uwdgugo--1,I will tell you what happened.
9378,9378,9378,LjX-Uwdgugo--2,A 33 year old man Diogo Rabelo was to marry his fiancé Vitor Bueno.
9379,9379,9379,LjX-Uwdgugo--3,Diogo and Vitor got engaged in November 2019 and were going to marry in September 2020.
9380,9380,9380,LjX-Uwdgugo--4,The couple broke up in July due to differences and arguments.
9381,9381,9381,LjX-Uwdgugo--5,The wedding was to be cancelled. But Diogo thought differently.
9382,9382,9382,LjX-Uwdgugo--6,"Instead of cancelling the wedding, Diogo married himself."
9383,9383,9383,LjX-Uwdgugo--7,"He planned and invited his friends and the wedding took place in a resort in Itacare, Bahia"
9384,9384,9384,LjX-Uwdgugo--8,"Diogo wore his wedding suit, carried a bouquet of flowers, walked and wore the ring alone."
9385,9385,9385,LjX-Uwdgugo--9,He just wants to be happy. See the video
9386,9386,9386,LqHYiFlTH08--0,People were very excited for the Akshay Kumar & Kiara Advani starrer named ‘Laxmi Bomb'.
9387,9387,9387,LqHYiFlTH08--1,When the trailer released everyone was eagerly waiting for the movie to release.
9388,9388,9388,LqHYiFlTH08--2,However the film’s title received a lot of backlash from several Hindu groups.
9389,9389,9389,LqHYiFlTH08--3,These groups said that the name 'Laxmmi Bomb' is insulting to Goddess Laxmi.
9390,9390,9390,LqHYiFlTH08--4," The director of the movie then agreed, removed the word bomb and named the movie to Laxmii."
9391,9391,9391,LqHYiFlTH08--5,Laxmii released on Disney+ Hotstar on 9th November.
9392,9392,9392,LqHYiFlTH08--6,Laxmii is the story of a transgender woman whose land is taken over and murdered.
9393,9393,9393,LqHYiFlTH08--7,Akshay Kumar's character then gets possessed by her spirit.
9394,9394,9394,LqHYiFlTH08--8,It is also a comedy movie.
9395,9395,9395,LqHYiFlTH08--9,The movie received the biggest opening ever on Hotstar.
9396,9396,9396,MI8CmptrMUs--0,"In the remote town of Tawang in Arunachal Pradesh, youngsters built a community library,"
9397,9397,9397,MI8CmptrMUs--1,with the aim to inspire the locals to read more books.
9398,9398,9398,MI8CmptrMUs--2,They used a dismantled government building to build the library.
9399,9399,9399,MI8CmptrMUs--3,They themselves turned into masons and carpenters to construct the library.
9400,9400,9400,MI8CmptrMUs--4,"Chief Minister Pema Khandu, praised all the youngsters who worked in making the library."
9401,9401,9401,MI8CmptrMUs--5,The entire work was finished in 40 days.
9402,9402,9402,MI8CmptrMUs--6,Guidance and supervision was done by All Tawang District Students' Union (ATDSU).
9403,9403,9403,MI8CmptrMUs--7,"Around 15 students from universities, college and school students were involved."
9404,9404,9404,MI8CmptrMUs--8,"The ATDSU said that the district library is there, but there are not enough book for all."
9405,9405,9405,MI8CmptrMUs--9,and also for different topics book would not be available.
9406,9406,9406,BtSeT5N3FTs--0,Rajasthan's Pushkar Fair is a very famous annual event.
9407,9407,9407,BtSeT5N3FTs--1,"The Pushkar fair has many activities like games, competitions, food, clothes, etc. which are part of Rajasthan's culture."
9408,9408,9408,BtSeT5N3FTs--2,The fair lasts for 9 days.
9409,9409,9409,BtSeT5N3FTs--3,Thousands of tourists from around the world and India visit the fair to experience Rajasthani culture.
9410,9410,9410,BtSeT5N3FTs--4,There are camel trades and horse as well.
9411,9411,9411,BtSeT5N3FTs--5,The event was scheduled to start on 22nd November this year for 9 days.
9412,9412,9412,BtSeT5N3FTs--6,"Ajmer District Collector Prakash Rajpurohit said,"
9413,9413,9413,BtSeT5N3FTs--7,"""Pushkar Fair will not be held this year under COVID-19 guidelines."""
9414,9414,9414,BtSeT5N3FTs--8,"Since the fair has been cancelled, rural businesses won't be able to carry out business"
9415,9415,9415,BtSeT5N3FTs--9, and tourism has been restricted the rural economy will be severely hit.
9416,9416,9416,RroGTGbymKw--0,NCB is investigating the drugs angle in Sushant Singh Rajput's suicide as well as the involvement of other actors.
9417,9417,9417,RroGTGbymKw--1,"NCB arrested Agisilaos Demetriades,"
9418,9418,9418,RroGTGbymKw--2,in connection with a drugs probe linked to actor Sushant Singh Rajput's suicide.
9419,9419,9419,RroGTGbymKw--3,"Now his sister Gabriella Demetriades & partner Arjun Rampal,"
9420,9420,9420,RroGTGbymKw--4,have both been summoned by the NCB.
9421,9421,9421,RroGTGbymKw--5,The NCB carried out a raid at Arjun's premises on 10th November.
9422,9422,9422,RroGTGbymKw--6,"11 electronic gadgets, including a laptop and mobile phones,"
9423,9423,9423,RroGTGbymKw--7,and some documents were seized from the property.
9424,9424,9424,RroGTGbymKw--8,The actor's driver was also taken to the agency's office for interrogation.
9425,9425,9425,RroGTGbymKw--9,"On Sunday 9th November, NCB had raided the house of film producer Firoz Nadiadwala."
9426,9426,9426,W9VuNLzgYKc--0,"Election in Bihar was held in three phases – 28th October, 3rd November and 7th November 2020."
9427,9427,9427,W9VuNLzgYKc--1,The counting of the votes began on 10th November and was completed early on 11th November.
9428,9428,9428,W9VuNLzgYKc--2,The entire counting took more than 14 hours.
9429,9429,9429,W9VuNLzgYKc--3,There were many twists and turns and allegations of cheating by various parties.
9430,9430,9430,W9VuNLzgYKc--4,National Democratic Alliance (NDA) was announced as the winner of the Bihar elections.
9431,9431,9431,W9VuNLzgYKc--5,The Bihar Legislative Assembly has a total of 243 seats.
9432,9432,9432,W9VuNLzgYKc--6,A majority of 122 is needed to form a government.
9433,9433,9433,W9VuNLzgYKc--7,NDA's victory was announced at 2:57am today morning. They had won 125 seats.
9434,9434,9434,W9VuNLzgYKc--8,The NDA is an alliance of various parties.
9435,9435,9435,W9VuNLzgYKc--9,"Out of the 125 seats, BJP won 74,"
9436,9436,9436,Pxpu0RDX5m0--0,Republic TV Chief Arnab Goswami was arrested at his home in Mumbai on 4th November
9437,9437,9437,Pxpu0RDX5m0--1, & sent to 14 days of judicial custody.
9438,9438,9438,Pxpu0RDX5m0--2,Goswami was arrested for the abetment of the suicide of architect Anvay Naik over repayment of dues.
9439,9439,9439,Pxpu0RDX5m0--3,Arnab and two others had not paid Naik a total of Rs 5.4 crore which caused him a lot of stress.
9440,9440,9440,Pxpu0RDX5m0--4,Arnab Goswami the two others were arrested for the abetment of the suicide of Anvay Naik.
9441,9441,9441,Pxpu0RDX5m0--5,While in jail Goswami had broken some prison rules.
9442,9442,9442,Pxpu0RDX5m0--6,Goswami used someone's mobile phone and checked social media in judicial custody.
9443,9443,9443,Pxpu0RDX5m0--7,Investigating officer Jamil Shaikh caught him and said this was against the rules of the prison.
9444,9444,9444,Pxpu0RDX5m0--8,Goswami was shifted to Taloja Jail in Navi Mumbai.
9445,9445,9445,Pxpu0RDX5m0--9,"While he was being shifted, Goswami sitting in a police van spoke to reporters of his channel."
9446,9446,9446,FU8PUSnxzXs--0,"Thousands of Goans came on the streets of Chandor, a south Goan town on 1st November"
9447,9447,9447,FU8PUSnxzXs--1,to protest various infrastructure projects planned in Goa.
9448,9448,9448,FU8PUSnxzXs--2,The three projects are:
9449,9449,9449,FU8PUSnxzXs--3,1. Double-tracking of an old rail line from Karnataka’s Hospet to Vasco in Goa.
9450,9450,9450,FU8PUSnxzXs--4,Double-tracking will help transport of coal.
9451,9451,9451,FU8PUSnxzXs--5,2. The second project is the laying down of a transmission line.
9452,9452,9452,FU8PUSnxzXs--6,3. The third is the Four-lane conversion of the existing NH 4A highway.
9453,9453,9453,FU8PUSnxzXs--7,People were protesting against these projects on 1st November.
9454,9454,9454,FU8PUSnxzXs--8,"On 1st November night, the protesters gathered at the railway track"
9455,9455,9455,FU8PUSnxzXs--9, and sat there until dawn to protest against these projects.
9456,9456,9456,Rsmx6TeZiSI--0,"Legendary actor, Sir Sean Connery aged 90 died peacefully in his sleep on 31st October in the Bahamas."
9457,9457,9457,Rsmx6TeZiSI--1,"His son Jason Connery said when his father died, many of his family members were with him."
9458,9458,9458,Rsmx6TeZiSI--2,A private funeral ceremony will be held.
9459,9459,9459,Rsmx6TeZiSI--3,His family has said once the COVID outbreak ends
9460,9460,9460,Rsmx6TeZiSI--4,they will have a memorial service.
9461,9461,9461,Rsmx6TeZiSI--5,Connery was a legendary actor.
9462,9462,9462,Rsmx6TeZiSI--6,He was the first person to portray the character of James Bond code name 007 in the 1962 film Dr. No.
9463,9463,9463,Rsmx6TeZiSI--7,"When the movie was released, Connery's fabulous acting led to the film being a super hit."
9464,9464,9464,Rsmx6TeZiSI--8,Connery then went on to act in 7 James Bond movies.
9465,9465,9465,Rsmx6TeZiSI--9,He had been acting for the last 70 years.
9466,9466,9466,F2B5Iin8gM4--0,"A massive earthquake struck the Aegean Sea on 30th October,"
9467,9467,9467,F2B5Iin8gM4--1,sending tremors across western Turkey as well as Greece.
9468,9468,9468,F2B5Iin8gM4--2,"The tremors were felt in the cities of Athens, Greece, and Istanbul, Turkey as well."
9469,9469,9469,F2B5Iin8gM4--3,This earthquake was extremely strong with a magnitude of 7.1.
9470,9470,9470,F2B5Iin8gM4--4,Many tall buildings collapsed in the Turkish city of Izmir.
9471,9471,9471,F2B5Iin8gM4--5,"In Izmir, people panicked and rushed out to the streets where there were floods. These videos went viral on social media."
9472,9472,9472,F2B5Iin8gM4--6,"On 1st November Turkey's disaster management department said,"
9473,9473,9473,F2B5Iin8gM4--7, the earthquake had killed 62 people in Turkey's Izmir.
9474,9474,9474,F2B5Iin8gM4--8,"At least 940 people have been injured,"
9475,9475,9475,F2B5Iin8gM4--9, 218 of whom are still being treated at hospitals.
9476,9476,9476,MZ2r0E2yXBU--0,"On 24th October 2020 Prime Minister Narendra Modi virtually inaugurated,"
9477,9477,9477,MZ2r0E2yXBU--1,the newly-built ropeway service on Girnar mountain in Junagadh district in Gujarat.
9478,9478,9478,MZ2r0E2yXBU--2,The foundation stone for the Girnar ropeway was laid by Modi in September 2018.
9479,9479,9479,MZ2r0E2yXBU--3,It was made in 2 years time and started from 24th October.
9480,9480,9480,MZ2r0E2yXBU--4,The Girnar ropeway is built at the cost of Rs. 130 crore and is 2.3-km-long.
9481,9481,9481,MZ2r0E2yXBU--5,It is the longest in the world.
9482,9482,9482,MZ2r0E2yXBU--6, There are many ropeways connecting to temples but Girnar is the longest.
9483,9483,9483,MZ2r0E2yXBU--7,"PM Modi said, earlier when the ropeway was not there people used to climb the steps"
9484,9484,9484,MZ2r0E2yXBU--8, which took 5-7 hours
9485,9485,9485,MZ2r0E2yXBU--9,but now it will take only 7-8 minutes.
9486,9486,9486,Sr_2rxhVdqQ--0,Environmental activists have criticized Karan Johar's Dharma Productions
9487,9487,9487,Sr_2rxhVdqQ--1,for their shoot in the Nerul Village in Goa.
9488,9488,9488,Sr_2rxhVdqQ--2,"The shoot was of an untitled film starring Deepika Padukone, Siddhant Chaturvedi & Ananya Pandey."
9489,9489,9489,Sr_2rxhVdqQ--3,This month the crew of the film left after completing the shoot without clearing the garbage.
9490,9490,9490,Sr_2rxhVdqQ--4,They had littered the village with a huge load
9491,9491,9491,Sr_2rxhVdqQ--5,"of used PPE kits, face protectors, sanitary napkins, etc."
9492,9492,9492,Sr_2rxhVdqQ--6,See the video here.
9493,9493,9493,Sr_2rxhVdqQ--7,You saw in the video how the whole Nerul village was littered.
9494,9494,9494,Sr_2rxhVdqQ--8,"The local people were outraged over the foul-smelling and rotting garbage,"
9495,9495,9495,Sr_2rxhVdqQ--9,and they started circulating pictures and videos of it on social media.
9496,9496,9496,F2Fa8cNNdts--0,"According to the New Zealand Ministry of Health,"
9497,9497,9497,F2Fa8cNNdts--1," the country has had 1,531 confirmed coronavirus cases within its borders, and just 25 deaths."
9498,9498,9498,F2Fa8cNNdts--2,The number has been stable.
9499,9499,9499,F2Fa8cNNdts--3,"International Tourists are currently not allowed to visit the beautiful country, due to the COVID outbreak."
9500,9500,9500,F2Fa8cNNdts--4,"Though citizens are allowed to travel within the country,"
9501,9501,9501,F2Fa8cNNdts--5,the people are very hesitant to travel due to fear of infections.
9502,9502,9502,F2Fa8cNNdts--6,The beautiful sites of New Zealand boosted tourism for the country.
9503,9503,9503,F2Fa8cNNdts--7,"Due to the COVID pandemic, tourists are hesitant to travel and companies have no idea how to market their services in such stressful times."
9504,9504,9504,F2Fa8cNNdts--8,"However, Air New Zealand is bringing back its Mystery Breaks offer."
9505,9505,9505,F2Fa8cNNdts--9,Resident of New Zealand can book the Mystery Break Offer.
9506,9506,9506,ELSQB4YDS8Q--0,Gujarati actor-turned BJP leader Naresh Kanodia
9507,9507,9507,ELSQB4YDS8Q--1,was admitted to the UN Mehta Institute of Cardiology and Research Centre in Ahmedabad.
9508,9508,9508,ELSQB4YDS8Q--2,There he tested positive for COVID-19.
9509,9509,9509,ELSQB4YDS8Q--3,He was put on ventilator but he died at the age of 77 on 27th October 2020 earling morning.
9510,9510,9510,ELSQB4YDS8Q--4,"For those who do not know him, Kanodia was dubbed as a ""superstar"" of the Gujarati cinema"
9511,9511,9511,ELSQB4YDS8Q--5,and was an MLA from 2002 to 2007.
9512,9512,9512,ELSQB4YDS8Q--6,Kanodia has worked in more than 100 Gujarati films. He is a very well known figure.
9513,9513,9513,ELSQB4YDS8Q--7,Two days ago Naresh’s elder brother Mahesh Kumar Kanodia's also passed away
9514,9514,9514,ELSQB4YDS8Q--8,on 25th October. He was 83 years old.
9515,9515,9515,ELSQB4YDS8Q--9,Mahesh was a Member of Parliament 3 times.
9516,9516,9516,TNqYpVJ5fQI--0,Neha Kakkar is a popular singer and has sung many popular Bollywood songs.
9517,9517,9517,TNqYpVJ5fQI--1,She is also a judge on the singing show Indian Idol.
9518,9518,9518,TNqYpVJ5fQI--2,She was dating TV actor Himansh Kohli and they expressed their love for each other on Indian Idol.
9519,9519,9519,TNqYpVJ5fQI--3,They were in a relatiionship for 4 years.
9520,9520,9520,TNqYpVJ5fQI--4,But they had a very bad breakup in 2018.
9521,9521,9521,TNqYpVJ5fQI--5,Neha had said that after the breakup she was extremely sad and depressed.
9522,9522,9522,TNqYpVJ5fQI--6,Since then she has been rumoured to be dating many people
9523,9523,9523,TNqYpVJ5fQI--7,but she never confirmed anything.
9524,9524,9524,TNqYpVJ5fQI--8,Recently she started dating Rohanpreet Singh but nobody knew about their relationship.
9525,9525,9525,TNqYpVJ5fQI--9,Neha posted a picture of Rohanpreet on Instagram and captioned it “You’re Mine”
9526,9526,9526,XsRT6tJYpFg--0,"Heavy rainfall in major onion growing districts in Maharashtra, Karnataka, Madhya Pradesh"
9527,9527,9527,XsRT6tJYpFg--1,"has damaged many onion crops. This has lead to shortage in onions,"
9528,9528,9528,XsRT6tJYpFg--2,causing a sharp increase in onion prices.
9529,9529,9529,XsRT6tJYpFg--3,In the last 10 days the price of onions has increased by Rs 10/kg.
9530,9530,9530,XsRT6tJYpFg--4,Now the price of onion is Rs 100/kg in some markets of Mumbai and Pune.
